0,0
0.0002,0.12504592
0.0004,0.311351299
0.0006,0.55887314
0.0008,10.93398747
0.001,14.07887523
0.0012,17.28377254
0.0014,20.55663387
0.0016,23.89725118
0.0018,27.3044707
0.002,30.77425622
0.0022,34.30829277
0.0024,37.90249651
0.0026,41.55458332
0.0028,45.26239562
0.003,49.02379749
0.0032,52.83675677
0.0034,56.69558297
0.0036,60.60575629
0.0038,64.56196545
0.004,68.56248718
0.0042,72.605718
0.0044,76.6901012
0.0046,80.81411926
0.0048,84.97632312
0.005,89.17533134
0.0052,93.40977314
0.0054,97.67833827
0.0056,101.9797752
0.0058,106.3128741
0.006,110.6764371
0.0062,115.0693562
0.0064,119.4905709
0.0066,123.9472435
0.0068,128.4220742
0.007,132.9219946
0.0072,137.446167
0.0074,141.9935663
0.0076,146.5633057
0.0078,151.1545414
0.008,155.7768863
0.0082,160.408904
0.0084,165.0599583
0.0086,169.7292216
0.0088,174.4161734
0.009,179.1319542
0.0092,183.8520264
0.0094,188.5875949
0.0096,193.337885
0.0098,198.1023596
0.01,202.8940912
0.0102,207.6856129
0.0104,212.489581
0.0106,217.3055551
0.0108,222.1330716
0.011,226.9716885
0.0112,231.8365766
0.0114,236.6963879
0.0116,241.5661287
0.0118,246.4453672
0.012,251.3338605
0.0122,256.2311698
0.0124,261.1547435
0.0126,266.0693654
0.0128,270.9921188
0.013,275.9226968
0.0132,280.8608809
0.0134,285.8064689
0.0136,290.7591689
0.0138,295.7186817
0.014,300.6849513
0.0142,305.6575053
0.0144,310.6570996
0.0146,315.6419387
0.0148,320.6322653
0.015,325.6277119
0.0152,330.6281011
0.0154,335.6329761
0.0156,340.6419787
0.0158,345.6549033
0.016,350.6711954
0.0162,355.6906681
0.0164,360.7129499
0.0166,365.7375734
0.0168,370.7643652
0.017,375.7928792
0.0172,380.8227553
0.0174,385.8538364
0.0176,390.8856087
0.0178,395.9178314
0.018,400.9502723
0.0182,405.9826324
0.0184,411.0146068
0.0186,416.045793
0.0188,421.0760965
0.019,426.1052311
0.0192,431.132924
0.0194,436.1588048
0.0196,441.1828027
0.0198,446.2045629
0.02,451.2239292
0.0202,456.2406574
0.0204,461.2545005
0.0206,466.2652202
0.0208,471.2726841
0.021,476.2766623
0.0212,481.2769326
0.0214,486.2731875
0.0216,491.2654132
0.0218,496.2533962
0.022,501.2368175
0.0222,506.2156897
0.0224,511.189598
0.0226,516.1585566
0.0228,521.0873193
0.023,526.0453762
0.0232,530.9979238
0.0234,535.944779
0.0236,540.8857638
0.0238,545.8208155
0.024,550.7497685
0.0242,555.672343
0.0244,560.5884973
0.0246,565.4981857
0.0248,570.4011486
0.025,575.2972414
0.0252,580.1865392
0.0254,585.0686891
0.0256,589.9436796
0.0258,594.8114812
0.026,599.6718697
0.0262,604.5248254
0.0264,609.370149
0.0266,614.207878
0.0268,619.0376954
0.027,623.8596902
0.0272,628.6737342
0.0274,633.4368296
0.0276,638.2341051
0.0278,643.0228999
0.028,647.8033008
0.0282,652.5749319
0.0284,657.3377659
0.0286,662.0917747
0.0288,666.8367003
0.029,671.5725168
